"Item ID","Item Type"
25,POT,"Heart Questions"
27,QUESTION,shortTextResponse,"A deep vein thrombosis has dislodged into an embolus  Which chamber of the heart...","A deep vein thrombosis has dislodged into an embolus. Which chamber of the heart does it enter <strong>first</strong>?","That's right.

F is the right atrium.
10,QUESTION,multiBlanks,"The results of an arterial blood gas test for 3 patients are given below  Determ...","The results of an arterial blood gas test for 3 patients are given below. Determine the type of acid-base imbalance that each of these patients has, stating both aetiology (respiratory or metabolic) and compensation.

&nbsp;
<table>
<tbody>
<tr>
<td>Variable</td>
<td>Patient A</td>
<td>Patient B</td>
<td>Patient C</td>
</tr>
<tr>
<td>pH</td>
<td>7.47</td>
<td>7.31</td>
<td>7.40</td>
</tr>
<tr>
<td>PaCO2 (kPa)</td>
<td>5.3</td>
<td>7.9</td>
<td>4.2</td>
</tr>
<tr>
<td>HCO3- (mEq/L)</td>
<td>28.0</td>
<td>28.7</td>
<td>18.9</td>
</tr>
<tr>
<td>Base excess (BE)</td>
<td>+4.3</td>
<td>+2.7</td>
<td>-5.2</td>
</tr>
<tr>
<td>Diagnosis</td>
<td>[blank]</td>
<td>[blank]</td>
<td>[blank]</td>
</tr>
</tbody>
</table>","That's right

<strong>Type of disturbance – acidosis/alkalosis (1/2 mark)
Aetiology – respiratory/metabolic (1 mark)
Compensation – full/partial/uncompensated (1/2 mark)
Patient C – accept either </strong><strong>metabolic acidosis </strong><strong>OR </strong><strong>respiratory alkalosis </strong>

<strong>Patient A</strong> has a high pH, which indicates an alkalosis. The PaCO2 is normal, while the HCO3- and BE are high, which suggests that the cause of this disturbance is metabolic. In this case, the PaCO2 has not yet started to compensate for the high bicarbonate conc. – the disturbance is, therefore, uncompensated.

Note that if it was partially compensated, the PaCO2 would have been high.

In case of <strong>patient B</strong>, the pH is low, which indicates an acidosis, while PaCO2 and BE are both high. An excess of CO2 has likely made the blood pH acidic, while the bicarbonate concentration has increased to compensate for that drop in pH. Because the pH is still low, it suggests a partial compensation – it means that the compensatory mechanism is still trying to bring the pH to normal.

Note that if this was a metabolic acidosis, both PaCO2 and BE would be low – the patient would hyperventilate in order to compensate for the insufficient bicarbonate. But because PaCO2 and HCO3 values are high despite pH being acidic, it indicates partial compensation for an acid-base disturbance of respiratory aetiology.

<strong>Patient C’s</strong> case is trickier, because their blood pH is normal despite low PaCO2 and BE, which suggests that the acid-base disturbance has been fully compensated for. But it is difficult to distinguish from the ABG results alone whether this patient had a respiratory alkalosis compensated for by a decrease in bicarbonate conc., OR a metabolic acidosis compensated for by a decrease in PaCO2 (hyperventilation).

In the case of fully compensated metabolic acidosis (patient C), the pH tends to be in the normal pH range. When you look at the PaCO2, you notice that it is high (acidic), but the HCO3/Base excess is also high, indicating that the body has compensated and neutralised the high CO2 by increasing HCO3-.

<span style=""color: #008080;"">Learning outcomes:</span>

<span style=""color: #008080;""> Blood gases: Recall the typical values for blood gases at all parts of the circulatory network </span>
<span style=""color: #008080;"">Compensation: Explain the effects of respiratory and metabolic compensation to correct acid-base disturbance</span>
<span style=""color: #008080;"">Acid-base disturbance: Explain the changes in blood gas measurements in acidosis (respiratory/metabolic), alkalosis (respiratory/metabolic) and respiratory failure (type 1/type 2)</span>","That's not quite right

<strong>Type of disturbance – acidosis/alkalosis (1/2 mark)
Aetiology – respiratory/metabolic (1 mark)
Compensation – full/partial/uncompensated (1/2 mark)
Patient C – accept either </strong><strong>metabolic acidosis </strong><strong>OR </strong><strong>respiratory alkalosis </strong>

<strong>Patient A</strong> has a high pH, which indicates an alkalosis. The PaCO2 is normal, while the HCO3- and BE are high, which suggests that the cause of this disturbance is metabolic. In this case, the PaCO2 has not yet started to compensate for the high bicarbonate conc. – the disturbance is, therefore, uncompensated.

Note that if it was partially compensated, the PaCO2 would have been high.

In case of <strong>patient B</strong>, the pH is low, which indicates an acidosis, while PaCO2 and BE are both high. An excess of CO2 has likely made the blood pH acidic, while the bicarbonate concentration has increased to compensate for that drop in pH. Because the pH is still low, it suggests a partial compensation – it means that the compensatory mechanism is still trying to bring the pH to normal.

Note that if this was a metabolic acidosis, both PaCO2 and BE would be low – the patient would hyperventilate in order to compensate for the insufficient bicarbonate. But because PaCO2 and HCO3 values are high despite pH being acidic, it indicates partial compensation for an acid-base disturbance of respiratory aetiology.

<strong>Patient C’s</strong> case is trickier, because their blood pH is normal despite low PaCO2 and BE, which suggests that the acid-base disturbance has been fully compensated for. But it is difficult to distinguish from the ABG results alone whether this patient had a respiratory alkalosis compensated for by a decrease in bicarbonate conc., OR a metabolic acidosis compensated for by a decrease in PaCO2 (hyperventilation).

In the case of fully compensated metabolic acidosis (patient C), the pH tends to be in the normal pH range. When you look at the PaCO2, you notice that it is high (acidic), but the HCO3/Base excess is also high, indicating that the body has compensated and neutralised the high CO2 by increasing HCO3-.

<span style=""color: #008080;"">Learning outcomes:</span>

<span style=""color: #008080;""> Blood gases: Recall the typical values for blood gases at all parts of the circulatory network </span>
<span style=""color: #008080;"">Compensation: Explain the effects of respiratory and metabolic compensation to correct acid-base disturbance</span>
<span style=""color: #008080;"">Acid-base disturbance: Explain the changes in blood gas measurements in acidosis (respiratory/metabolic), alkalosis (respiratory/metabolic) and respiratory failure (type 1/type 2)</span>",,,
,RESPONSE-OPTION,"Uncompensated metabolic alkalosis",
,RESPONSE-OPTION,"Partially compensated respiratory acidosis",
,RESPONSE-OPTION,"Fully compensated  metabolic acidosis , respiratory alkalosis",
14,QUESTION,shortTextResponse,"Use these values to calculate his blood pH ...","Use these values to calculate his blood pH.","That's right!

Sørensen’s equation: pH = -log10[H+]
pH = -log10[33.88 x 10 <sup>-9</sup>]
<strong>pH = 7.47</strong>","&nbsp;

That's not right.

Sørensen’s equation: pH = -log10[H+]
pH = -log10[33.88 x 10 <sup>-9</sup>]
<strong>pH = 7.47</strong>",,,
,RESPONSE-OPTION,7.47,
15,QUESTION,shortTextResponse,"Use the Henderson Hasselbach equation to determine the CO2 conc  in his blood   ...","Use the Henderson-Hasselbach equation to determine the CO2 conc. in his blood. (In mmol/L)","Henderson-Hasselbach equation: pH = pKa + log10 [HCO3-]/[CO2]
7.47 - 6.1 = log10 [23.8]/[CO2]
1.37 = log10 [23.8]/[CO2]
10 <sup>1.137</sup> = 23.8/([CO2])
[CO2] = 23.8/23.44
[CO2]= <strong>1.02 mmol/L</strong>

<span style=""color: #008080;"">Learning outcomes:</span>

<span style=""color: #008080;"">pH: Explain the relationship between pH and hydrogen ion concentration</span>
<span style=""color: #008080;"">Henderson-Hasselbach equation: Define and explain the Henderson-Hasselbach equation</span>","Henderson-Hasselbach equation: pH = pKa + log10 [HCO3-]/[CO2]
7.47 - 6.1 = log10 [23.8]/[CO2]
1.37 = log10 [23.8]/[CO2]
10 <sup>1.137</sup> = 23.8/([CO2])
[CO2] = 23.8/23.44
[CO2]= <strong>1.02 mmol/L</strong>

<span style=""color: #008080;"">Learning outcomes:</span>

<span style=""color: #008080;"">pH: Explain the relationship between pH and hydrogen ion concentration</span>
<span style=""color: #008080;"">Henderson-Hasselbach equation: Define and explain the Henderson-Hasselbach equation</span>",,,
18,QUESTION,multiBlanks,"Professional mountaineers can take some drugs prophylactically to help them accl...","Professional mountaineers can take some drugs prophylactically to help them acclimatise to high altitude. Name one drug that Jack could have taken and state its mechanism of action.

Drug :

[blank]

Mechanism of action:

[blank]","That's right.

<span style=""color: #008080;"">Learning outcome:</span>

<span style=""color: #008080;"">Altitude sickness: Recall the first line interventions to treat altitude sickness</span>","That's not correct.

<span style=""color: #008080;"">Learning outcome:</span>

<span style=""color: #008080;"">Altitude sickness: Recall the first line interventions to treat altitude sickness</span>",,,
,RESPONSE-OPTION,"Acetazolamide, carbonic anhydrase inhibitor ",
,RESPONSE-OPTION,"accelerates renal compensation for hypoxia-induced hyperventilation ",
47,QUESTION,singleResponse,"Assertion  Noradrenaline can be used to greatly increase blood pressure in a pat...","<strong>Assertion: Noradrenaline can be used to greatly increase blood pressure in a patient with severe hypotension.</strong>

<strong> </strong><strong>Reason: Noradrenaline is a neurotransmitter that is synthesised in the terminal varicosity at the end of the sympathetic nerve.</strong>","Correct answer: <strong>B</strong>

Noradrenaline (NA) is able to increase blood pressure significantly because it is a vasoconstrictor. This means that NA is able to increase total peripheral resistance (TPR) significantly, and since MABP = CO x TPR, this means that blood pressure increases significantly as well.

<span style=""color: #008080;""><em>Learning outcome:
</em><em>Sympathetic nervous system: recall the organisation and role of the sympathetic nervous system, and recall neurotransmitters acting within the sympathetic nervous system including receptors and effects</em></span>","Correct answer: <strong>B</strong>

Noradrenaline (NA) is able to increase blood pressure significantly because it is a vasoconstrictor. This means that NA is able to increase total peripheral resistance (TPR) significantly, and since MABP = CO x TPR, this means that blood pressure increases significantly as well.

<span style=""color: #008080;""><em>Learning outcome:
</em><em>Sympathetic nervous system: recall the organisation and role of the sympathetic nervous system, and recall neurotransmitters acting within the sympathetic nervous system including receptors and effects</em></span>",,,
,RESPONSE-OPTION,"A. Assertion: True,     Reason: True,     Reason is correct",
,RESPONSE-OPTION,"B. Assertion: True,     Reason: True,     Reason is incorrect",correct
,RESPONSE-OPTION,"C. Assertion: True,     Reason: False,",
,RESPONSE-OPTION,"D. Assertion: False,     Reason: True,",
,RESPONSE-OPTION,"E. Assertion: False,     Reason: False,",
